policy,avg_reward,std_reward,avg_waiting_time,avg_queue_length
Random,-1.1102230246251565e-16,0.0,45.548611111111114,3.1055555555555556
Fixed-Time (30s),-0.7200000000000004,0.0,73.34027777777777,4.391666666666667
