policy,avg_reward,std_reward,avg_waiting_time,avg_queue_length
Random,-0.09000000000000005,0.0,46.09166666666667,3.2180555555555554
Fixed-Time (30s),-0.2900000000000001,0.0,99.65138888888889,4.5152777777777775
